#type,robotime,epoch,p_x,p_y,yaw
estimate,48066.865,1557092022398,0.0,0.0,0.0
estimate,48067.064,1557092022597,0.0,0.0,0.0
estimate,48067.264,1557092022797,0.0,0.0,0.0
estimate,48067.468,1557092023001,0.0,0.0,0.0
estimate,48067.66,1557092023193,0.0,0.0,0.0
estimate,48067.864,1557092023397,0.0,0.0,0.0
estimate,48068.063,1557092023596,0.0,0.0,0.0
estimate,48068.263,1557092023796,0.0,0.0,0.0
estimate,48068.465,1557092023998,0.0,0.0,0.0
estimate,48068.663,1557092024196,0.0,0.0,0.0
estimate,48068.862,1557092024395,0.0,0.0,0.0
estimate,48069.064,1557092024598,0.0,0.0,0.0
estimate,48069.264,1557092024797,0.0,0.0,0.0
estimate,48069.463,1557092024996,0.0,0.0,0.0
estimate,48069.663,1557092025196,0.0,0.0,0.0
estimate,48069.863,1557092025396,0.0,0.0,0.0
estimate,48070.064,1557092025597,0.0,0.0,0.0
estimate,48070.263,1557092025796,0.0,0.0,0.0
estimate,48070.469,1557092026002,0.0,0.0,0.0
estimate,48070.658,1557092026191,0.0,0.0,0.0
estimate,48070.855,1557092026388,0.0,0.0,0.0
estimate,48071.066,1557092026599,0.0,0.0,0.0
estimate,48071.263,1557092026796,0.0,0.0,0.0
estimate,48071.467,1557092027000,0.0,0.0,0.0
estimate,48071.665,1557092027198,-0.002,0.0,-0.002
estimate,48071.865,1557092027398,-0.021,0.0,-0.002
estimate,48072.067,1557092027600,-0.041,0.0,-0.003
estimate,48072.266,1557092027799,-0.061,0.005,-0.003
estimate,48072.475,1557092028008,-0.078,0.005,0.001
estimate,48072.674,1557092028207,-0.108,0.005,-0.0
estimate,48072.872,1557092028405,-0.119,0.003,-0.006
estimate,48073.07,1557092028603,-0.141,0.004,0.003
estimate,48073.27,1557092028803,-0.156,0.001,0.012
estimate,48073.454,1557092028987,-0.168,0.001,0.047
estimate,48073.656,1557092029189,-0.168,0.002,0.187
estimate,48073.85,1557092029384,-0.174,0.001,0.354
estimate,48074.065,1557092029598,-0.17,0.001,0.52
estimate,48074.25,1557092029784,-0.17,0.003,0.66
estimate,48074.468,1557092030001,-0.174,0.001,0.838
estimate,48074.656,1557092030189,-0.173,0.001,0.973
estimate,48074.871,1557092030404,-0.171,0.01,1.128
estimate,48075.056,1557092030589,-0.17,0.005,1.277
estimate,48075.255,1557092030788,-0.173,0.008,1.444
estimate,48075.457,1557092030990,-0.173,0.001,1.577
estimate,48075.657,1557092031190,-0.175,0.003,1.61
estimate,48075.848,1557092031381,-0.178,0.011,1.618
estimate,48076.051,1557092031584,0.0,0.0,-0.0
estimate,48076.236,1557092031769,0.0,0.0,0.028
estimate,48076.451,1557092031984,0.0,0.0,0.028
estimate,48076.647,1557092032180,0.0,0.0,0.028
estimate,48076.849,1557092032382,0.0,0.0,0.028
estimate,48077.05,1557092032583,-0.001,0.0,0.027
estimate,48077.25,1557092032783,-0.005,-0.0,0.004
estimate,48077.46,1557092032993,-0.002,-0.001,-0.148
estimate,48077.65,1557092033183,0.001,-0.001,-0.305
estimate,48077.851,1557092033385,0.003,-0.011,-0.465
estimate,48078.058,1557092033591,0.004,-0.001,-0.619
estimate,48078.25,1557092033784,-0.006,0.002,-0.772
estimate,48078.467,1557092034000,0.013,-0.009,-0.927
estimate,48078.648,1557092034181,-0.007,-0.002,-1.085
estimate,48078.85,1557092034383,-0.007,0.0,-1.248
estimate,48079.04,1557092034573,0.005,0.001,-1.394
estimate,48079.252,1557092034785,0.015,-0.012,-1.549
estimate,48079.45,1557092034983,0.006,-0.001,-1.711
estimate,48079.655,1557092035188,0.01,-0.008,-1.859
estimate,48079.854,1557092035387,0.004,0.004,-2.013
estimate,48080.05,1557092035583,-0.004,-0.003,-2.169
estimate,48080.251,1557092035785,0.0,-0.001,-2.327
estimate,48080.451,1557092035984,-0.003,-0.001,-2.488
estimate,48080.641,1557092036174,0.005,-0.002,-2.641
estimate,48080.841,1557092036374,0.004,-0.01,-2.798
estimate,48081.056,1557092036589,-0.014,-0.008,-2.957
estimate,48081.246,1557092036779,-0.001,-0.01,-3.106
estimate,48081.43,1557092036963,0.002,-0.008,-3.06
estimate,48081.629,1557092037161,-0.011,-0.012,-2.829
estimate,48081.835,1557092037368,-0.012,-0.016,-2.679
estimate,48082.031,1557092037566,-0.024,-0.033,-2.637
estimate,48082.231,1557092037764,-0.034,-0.028,-2.628
estimate,48082.43,1557092037963,-0.028,-0.027,-2.634
estimate,48082.63,1557092038163,-0.041,-0.033,-2.391
estimate,48082.831,1557092038364,-0.026,-0.02,-2.059
estimate,48083.031,1557092038564,-0.048,-0.027,-1.759
estimate,48083.231,1557092038764,-0.046,-0.018,-1.443
estimate,48083.434,1557092038967,-0.044,-0.033,-1.177
estimate,48083.636,1557092039169,-0.029,-0.026,-1.018
estimate,48083.837,1557092039370,-0.032,-0.033,-0.718
estimate,48084.049,1557092039582,-0.038,-0.034,-0.397
estimate,48084.25,1557092039783,-0.024,-0.034,-0.077
estimate,48084.451,1557092039984,-0.024,-0.048,0.229
estimate,48084.654,1557092040187,-0.011,-0.042,0.227
estimate,48084.854,1557092040387,-0.012,-0.029,0.033
estimate,48085.049,1557092040582,0.006,-0.029,-0.031
estimate,48085.247,1557092040780,0.009,-0.021,0.19
estimate,48085.445,1557092040978,0.02,-0.034,0.402
estimate,48085.655,1557092041188,0.039,-0.019,0.304
estimate,48085.85,1557092041383,0.055,-0.014,0.107
estimate,48086.049,1557092041582,0.076,-0.014,-0.056
estimate,48086.251,1557092041784,0.117,-0.015,-0.217
estimate,48086.452,1557092041985,0.138,-0.025,-0.385
estimate,48086.65,1557092042183,0.144,-0.03,-0.557
estimate,48086.838,1557092042371,0.176,-0.027,-0.556
estimate,48087.03,1557092042563,0.141,-0.038,-0.355
estimate,48087.237,1557092042770,0.159,-0.044,-0.132
estimate,48087.436,1557092042969,0.154,-0.043,0.005
estimate,48087.632,1557092043165,0.15,-0.043,0.147
estimate,48087.85,1557092043383,0.175,-0.04,0.06
estimate,48088.05,1557092043583,0.214,-0.044,-0.122
estimate,48088.251,1557092043784,0.226,-0.039,-0.291
estimate,48088.448,1557092043981,0.248,-0.05,-0.444
estimate,48088.643,1557092044177,0.25,-0.059,-0.613
estimate,48088.817,1557092044350,0.294,-0.077,-0.768
estimate,48089.026,1557092044559,0.309,-0.091,-0.934
estimate,48089.215,1557092044748,0.322,-0.116,-1.089
estimate,48089.413,1557092044946,0.31,-0.132,-1.275
estimate,48089.613,1557092045146,0.326,-0.156,-1.44
estimate,48089.831,1557092045365,0.327,-0.191,-1.606
estimate,48090.039,1557092045572,0.324,-0.197,-1.761
estimate,48090.235,1557092045768,0.331,-0.199,-1.676
estimate,48090.429,1557092045963,0.311,-0.197,-1.45
estimate,48090.641,1557092046174,0.305,-0.21,-1.279
estimate,48090.838,1557092046371,0.326,-0.215,-1.281
estimate,48091.037,1557092046570,0.33,-0.229,-1.371
estimate,48091.232,1557092046765,0.339,-0.232,-1.454
estimate,48091.431,1557092046964,0.323,-0.248,-1.541
estimate,48091.637,1557092047170,0.349,-0.264,-1.614
estimate,48091.822,1557092047355,0.34,-0.259,-1.703
estimate,48092.028,1557092047561,0.317,-0.267,-1.668
estimate,48092.23,1557092047763,0.337,-0.265,-1.365
estimate,48092.432,1557092047965,0.344,-0.275,-1.065
estimate,48092.629,1557092048163,0.32,-0.268,-0.754
estimate,48092.842,1557092048375,0.317,-0.264,-0.422
estimate,48093.04,1557092048573,0.326,-0.263,-0.221
estimate,48093.229,1557092048762,0.333,-0.269,-0.157
estimate,48093.433,1557092048966,0.336,-0.26,-0.026
estimate,48093.626,1557092049159,0.334,-0.275,0.128
estimate,48093.831,1557092049364,0.333,-0.263,0.275
estimate,48094.032,1557092049565,0.373,-0.271,0.398
estimate,48094.228,1557092049761,0.393,-0.252,0.32
estimate,48094.428,1557092049961,0.393,-0.255,0.125
estimate,48094.624,1557092050157,0.444,-0.246,-0.029
estimate,48094.828,1557092050361,0.443,-0.251,-0.199
estimate,48095.021,1557092050554,0.498,-0.246,-0.258
estimate,48095.212,1557092050745,0.503,-0.251,-0.291
estimate,48095.411,1557092050944,0.531,-0.268,-0.277
estimate,48095.612,1557092051145,0.514,-0.266,-0.258
estimate,48095.812,1557092051345,0.533,-0.265,-0.182
estimate,48096.011,1557092051545,0.533,-0.278,-0.141
estimate,48096.233,1557092051766,0.541,-0.276,0.011
estimate,48096.43,1557092051963,0.562,-0.277,0.124
estimate,48096.627,1557092052161,0.593,-0.268,0.047
estimate,48096.822,1557092052355,0.628,-0.27,-0.028
estimate,48097.02,1557092052553,0.677,-0.263,-0.032
estimate,48097.233,1557092052766,0.723,-0.261,-0.021
estimate,48097.436,1557092052969,0.768,-0.264,-0.019
estimate,48097.632,1557092053165,0.759,-0.269,-0.041
estimate,48097.832,1557092053365,0.835,-0.261,-0.037
estimate,48098.033,1557092053566,0.863,-0.267,-0.031
estimate,48098.231,1557092053764,0.911,-0.266,0.002
estimate,48098.408,1557092053941,0.951,-0.265,0.019
estimate,48098.631,1557092054164,0.97,-0.268,-0.002
estimate,48098.832,1557092054365,1.019,-0.271,-0.041
estimate,48099.013,1557092054546,1.055,-0.272,-0.053
estimate,48099.232,1557092054765,1.104,-0.266,-0.005
estimate,48099.408,1557092054941,1.129,-0.267,0.009
estimate,48099.614,1557092055147,1.181,-0.265,-0.016
estimate,48099.815,1557092055348,1.199,-0.275,-0.039
estimate,48100.007,1557092055540,1.239,-0.275,-0.019
estimate,48100.217,1557092055750,1.281,-0.265,0.006
estimate,48100.412,1557092055946,1.329,-0.275,-0.014
estimate,48100.613,1557092056146,1.383,-0.269,-0.027
estimate,48100.812,1557092056345,1.397,-0.276,-0.013
estimate,48101.013,1557092056547,1.43,-0.28,0.002
estimate,48101.21,1557092056743,1.475,-0.271,-0.015
estimate,48101.413,1557092056946,1.504,-0.268,-0.044
estimate,48101.617,1557092057150,1.55,-0.272,-0.025
estimate,48101.801,1557092057334,1.592,-0.27,0.013
estimate,48101.993,1557092057526,1.638,-0.27,0.002
estimate,48102.191,1557092057724,1.658,-0.266,-0.027
estimate,48102.391,1557092057925,1.716,-0.271,-0.031
estimate,48102.593,1557092058126,1.741,-0.276,-0.019
estimate,48102.799,1557092058332,1.781,-0.279,0.011
estimate,48103.01,1557092058543,1.815,-0.269,-0.003
estimate,48103.209,1557092058742,1.862,-0.272,-0.022
estimate,48103.408,1557092058941,1.913,-0.265,-0.038
estimate,48103.606,1557092059139,1.936,-0.269,-0.035
estimate,48103.808,1557092059341,1.91,-0.268,0.013
estimate,48104.014,1557092059547,1.882,-0.265,0.279
estimate,48104.213,1557092059746,1.909,-0.277,0.607
estimate,48104.415,1557092059948,1.909,-0.271,0.919
estimate,48104.61,1557092060144,1.9,-0.259,1.223
estimate,48104.807,1557092060340,1.92,-0.243,1.43
estimate,48104.999,1557092060532,1.873,-0.243,1.272
estimate,48105.215,1557092060748,1.948,-0.217,1.109
estimate,48105.408,1557092060941,1.936,-0.192,0.934
estimate,48105.605,1557092061138,1.945,-0.182,0.765
estimate,48105.812,1557092061345,1.961,-0.173,0.616
estimate,48106.011,1557092061544,1.947,-0.147,0.437
estimate,48106.203,1557092061737,2.023,-0.134,0.284
estimate,48106.41,1557092061943,2.022,-0.139,0.118
estimate,48106.591,1557092062124,2.036,-0.134,0.268
estimate,48106.788,1557092062321,2.036,-0.132,0.572
estimate,48107.012,1557092062545,2.024,-0.136,0.927
estimate,48107.205,1557092062738,2.035,-0.138,1.235
estimate,48107.414,1557092062947,2.045,-0.136,1.481
estimate,48107.611,1557092063144,2.029,-0.141,1.509
estimate,48107.806,1557092063339,2.027,-0.131,1.522
estimate,48108.011,1557092063544,2.029,-0.092,1.53
estimate,48108.21,1557092063743,2.033,-0.051,1.526
estimate,48108.384,1557092063917,2.029,-0.022,1.523
estimate,48108.578,1557092064111,2.033,0.024,1.527
estimate,48108.775,1557092064308,2.039,0.068,1.522
estimate,48108.975,1557092064508,2.036,0.09,1.53
estimate,48109.173,1557092064706,2.05,0.146,1.554
estimate,48109.372,1557092064905,2.037,0.167,1.567
estimate,48109.58,1557092065113,2.039,0.224,1.585
estimate,48109.789,1557092065323,2.042,0.242,1.586
estimate,48109.972,1557092065505,2.052,0.299,1.59
estimate,48110.193,1557092065726,2.025,0.329,1.579
estimate,48110.394,1557092065927,2.034,0.376,1.583
estimate,48110.591,1557092066124,2.034,0.415,1.578
estimate,48110.792,1557092066325,2.033,0.459,1.582
estimate,48110.992,1557092066525,2.038,0.494,1.576
estimate,48111.189,1557092066722,2.021,0.535,1.576
estimate,48111.393,1557092066939,2.038,0.57,1.579
estimate,48111.584,1557092067117,2.035,0.601,1.571
estimate,48111.785,1557092067319,2.015,0.633,1.568
estimate,48111.992,1557092067526,2.014,0.679,1.568
estimate,48112.187,1557092067720,2.022,0.734,1.576
estimate,48112.389,1557092067923,2.039,0.758,1.573
estimate,48112.593,1557092068126,2.024,0.798,1.575
estimate,48112.789,1557092068322,2.034,0.831,1.57
estimate,48112.989,1557092068522,2.015,0.868,1.572
estimate,48113.194,1557092068727,2.037,0.909,1.574
estimate,48113.387,1557092068920,2.043,0.942,1.574
estimate,48113.59,1557092069123,2.04,0.998,1.581
estimate,48113.79,1557092069323,2.038,1.04,1.582
estimate,48113.989,1557092069522,2.03,1.07,1.58
estimate,48114.188,1557092069721,2.027,1.115,1.583
estimate,48114.389,1557092069922,2.041,1.155,1.588
estimate,48114.587,1557092070120,2.033,1.183,1.576
estimate,48114.781,1557092070314,2.026,1.222,1.579
estimate,48114.973,1557092070506,2.018,1.267,1.579
estimate,48115.17,1557092070703,2.032,1.31,1.583
estimate,48115.369,1557092070902,2.024,1.336,1.579
estimate,48115.569,1557092071102,2.032,1.379,1.579
estimate,48115.77,1557092071303,2.026,1.417,1.58
estimate,48115.981,1557092071514,2.039,1.454,1.581
estimate,48116.19,1557092071723,2.042,1.506,1.584
estimate,48116.39,1557092071923,2.039,1.529,1.581
estimate,48116.584,1557092072117,2.046,1.572,1.583
estimate,48116.791,1557092072324,2.037,1.611,1.584
estimate,48116.991,1557092072524,2.037,1.653,1.584
estimate,48117.188,1557092072721,2.029,1.682,1.58
estimate,48117.39,1557092072923,2.043,1.73,1.58
estimate,48117.591,1557092073124,2.04,1.766,1.572
estimate,48117.79,1557092073323,2.03,1.804,1.559
estimate,48117.972,1557092073506,2.029,1.837,1.553
estimate,48118.169,1557092073702,2.028,1.877,1.547
estimate,48118.381,1557092073914,2.037,1.927,1.554
estimate,48118.578,1557092074111,2.046,1.963,1.554
estimate,48118.785,1557092074318,2.047,2.003,1.553
estimate,48118.98,1557092074513,2.048,2.045,1.557
estimate,48119.181,1557092074714,2.048,2.081,1.557
estimate,48119.375,1557092074908,2.046,2.115,1.557
estimate,48119.572,1557092075105,2.043,2.154,1.562
estimate,48119.768,1557092075301,2.047,2.191,1.566
estimate,48119.985,1557092075518,2.037,2.228,1.564
estimate,48120.183,1557092075717,2.039,2.274,1.562
estimate,48120.387,1557092075920,2.043,2.308,1.563
estimate,48120.575,1557092076108,2.043,2.357,1.568
estimate,48120.779,1557092076312,2.029,2.388,1.559
estimate,48120.98,1557092076513,2.028,2.437,1.568
estimate,48121.176,1557092076709,2.001,2.473,1.575
estimate,48121.37,1557092076903,2.03,2.508,1.563
estimate,48121.561,1557092077094,2.022,2.547,1.565
estimate,48121.76,1557092077293,2.018,2.581,1.563
estimate,48121.958,1557092077491,2.03,2.616,1.559
estimate,48122.157,1557092077690,2.014,2.654,1.563
estimate,48122.359,1557092077892,2.021,2.691,1.561
estimate,48122.567,1557092078100,2.021,2.732,1.561
estimate,48122.774,1557092078307,2.032,2.773,1.562
estimate,48122.977,1557092078510,2.031,2.808,1.565
estimate,48123.173,1557092078706,2.026,2.845,1.547
estimate,48123.378,1557092078911,2.024,2.878,1.538
estimate,48123.579,1557092079112,2.035,2.925,1.531
estimate,48123.778,1557092079311,2.035,2.961,1.525
estimate,48123.976,1557092079509,2.036,3.005,1.525
estimate,48124.177,1557092079710,2.041,3.036,1.523
estimate,48124.377,1557092079911,2.039,3.072,1.523
estimate,48124.579,1557092080115,2.035,3.111,1.525
estimate,48124.773,1557092080307,2.042,3.151,1.529
estimate,48124.979,1557092080512,2.032,3.198,1.537
estimate,48125.188,1557092080721,2.04,3.22,1.706
estimate,48125.364,1557092080897,2.036,3.234,1.884
estimate,48125.579,1557092081112,2.027,3.256,2.113
estimate,48125.78,1557092081313,1.993,3.278,2.288
estimate,48125.972,1557092081505,1.982,3.292,2.411
estimate,48126.166,1557092081699,1.949,3.318,2.499
estimate,48126.369,1557092081902,1.922,3.336,2.605
estimate,48126.559,1557092082092,1.891,3.356,2.778
estimate,48126.768,1557092082301,1.863,3.363,2.902
estimate,48126.977,1557092082510,1.824,3.365,2.987
estimate,48127.165,1557092082698,1.791,3.39,3.052
estimate,48127.362,1557092082895,1.754,3.381,3.085
estimate,48127.556,1557092083089,1.713,3.383,3.103
estimate,48127.764,1557092083297,1.668,3.376,3.114
estimate,48127.967,1557092083500,1.638,3.377,3.127
estimate,48128.151,1557092083684,1.599,3.382,3.133
estimate,48128.34,1557092083874,1.554,3.378,3.131
estimate,48128.543,1557092084076,1.52,3.374,3.126
estimate,48128.741,1557092084274,1.514,3.381,3.134
estimate,48128.938,1557092084471,1.499,3.373,3.13
estimate,48129.14,1557092084673,1.49,3.383,3.119
estimate,48129.342,1557092084875,1.488,3.387,3.133
estimate,48129.537,1557092085070,1.491,3.381,3.128
estimate,48129.737,1557092085270,1.492,3.379,-3.134
estimate,48129.949,1557092085482,1.493,3.388,-2.837
estimate,48130.144,1557092085677,1.492,3.377,-2.537
estimate,48130.347,1557092085880,1.5,3.382,-2.226
estimate,48130.55,1557092086083,1.489,3.381,-2.184
estimate,48130.744,1557092086277,1.464,3.348,-2.267
estimate,48130.958,1557092086491,1.457,3.337,-2.318
estimate,48131.152,1557092086685,1.451,3.324,-2.293
estimate,48131.35,1557092086883,1.442,3.311,-2.241
estimate,48131.553,1557092087086,1.446,3.318,-2.194
estimate,48131.769,1557092087302,1.445,3.312,-2.042
estimate,48131.98,1557092087513,1.436,3.299,-1.968
estimate,48132.165,1557092087698,1.422,3.271,-2.021
estimate,48132.361,1557092087894,1.409,3.233,-2.064
estimate,48132.556,1557092088090,1.403,3.219,-2.069
estimate,48132.754,1557092088287,1.395,3.208,-2.081
estimate,48132.948,1557092088481,1.39,3.199,-2.092
estimate,48133.157,1557092088690,1.385,3.19,-2.109
estimate,48133.361,1557092088894,1.392,3.196,-2.051
estimate,48133.554,1557092089087,1.395,3.201,-1.761
estimate,48133.762,1557092089296,1.394,3.201,-1.519
estimate,48133.956,1557092089489,1.394,3.183,-1.427
estimate,48134.153,1557092089686,1.403,3.172,-1.526
estimate,48134.353,1557092089886,1.388,3.146,-1.651
estimate,48134.55,1557092090083,1.391,3.139,-1.768
estimate,48134.73,1557092090263,1.396,3.113,-1.69
estimate,48134.937,1557092090470,1.391,3.112,-1.767
estimate,48135.126,1557092090659,1.394,3.108,-1.714
estimate,48135.328,1557092090861,1.397,3.133,-1.524
estimate,48135.521,1557092091054,1.401,3.134,-1.277
estimate,48135.729,1557092091262,1.407,3.094,-1.144
estimate,48135.947,1557092091480,1.414,3.076,-1.291
estimate,48136.152,1557092091685,1.416,3.053,-1.482
estimate,48136.351,1557092091884,1.418,3.038,-1.642
estimate,48136.531,1557092092064,1.405,3.011,-1.771
estimate,48136.742,1557092092276,1.411,2.988,-1.779
estimate,48136.941,1557092092474,1.407,2.963,-1.869
estimate,48137.146,1557092092679,1.398,2.943,-2.119
estimate,48137.346,1557092092879,1.378,2.919,-2.387
estimate,48137.547,1557092093080,1.356,2.901,-2.36
estimate,48137.725,1557092093258,1.344,2.888,-2.307
estimate,48137.943,1557092093477,1.329,2.873,-2.418
estimate,48138.142,1557092093675,1.312,2.861,-2.674
estimate,48138.335,1557092093868,1.299,2.847,-2.971
estimate,48138.541,1557092094074,1.26,2.845,-3.121
estimate,48138.738,1557092094271,1.247,2.834,-3.049
estimate,48138.932,1557092094465,1.202,2.833,-3.023
estimate,48139.146,1557092094679,1.18,2.84,3.133
estimate,48139.325,1557092094858,1.148,2.848,2.988
estimate,48139.522,1557092095055,1.137,2.848,2.848
estimate,48139.731,1557092095264,1.115,2.846,2.691
estimate,48139.941,1557092095474,1.096,2.856,2.559
estimate,48140.132,1557092095665,1.088,2.868,2.423
estimate,48140.328,1557092095861,1.067,2.886,2.298
estimate,48140.533,1557092096066,1.056,2.901,2.152
estimate,48140.736,1557092096269,1.05,2.912,2.083
estimate,48140.93,1557092096464,1.043,2.927,2.029
estimate,48141.126,1557092096659,1.03,2.938,1.937
estimate,48141.318,1557092096856,1.031,2.934,1.935
estimate,48141.522,1557092097057,1.039,2.927,2.034
estimate,48141.719,1557092097252,1.044,2.919,2.144
estimate,48141.926,1557092097459,1.058,2.913,2.44
estimate,48142.117,1557092097650,1.04,2.921,2.607
estimate,48142.328,1557092097861,1.017,2.928,2.623
estimate,48142.517,1557092098050,0.989,2.949,2.569
estimate,48142.726,1557092098259,0.956,2.971,2.518
estimate,48142.916,1557092098449,0.92,2.993,2.504
estimate,48143.121,1557092098654,0.898,3.005,2.479
estimate,48143.306,1557092098839,0.889,3.011,2.516
estimate,48143.5,1557092099033,0.883,3.017,2.587
estimate,48143.702,1557092099236,0.863,3.029,2.632
estimate,48143.9,1557092099433,0.818,3.051,2.648
estimate,48144.108,1557092099641,0.788,3.073,2.639
estimate,48144.304,1557092099837,0.771,3.085,2.542
estimate,48144.504,1557092100037,0.755,3.092,2.357
estimate,48144.714,1557092100247,0.744,3.102,2.383
estimate,48144.906,1557092100439,0.751,3.107,2.339
estimate,48145.097,1557092100630,0.736,3.114,2.263
estimate,48145.302,1557092100835,0.738,3.11,2.322
estimate,48145.503,1557092101037,0.734,3.105,2.566
estimate,48145.711,1557092101244,0.739,3.111,2.635
estimate,48145.904,1557092101437,0.718,3.117,2.607
estimate,48146.113,1557092101646,0.712,3.121,2.635
estimate,48146.327,1557092101860,0.731,3.113,2.679
estimate,48146.53,1557092102063,0.724,3.114,2.845
estimate,48146.723,1557092102257,0.701,3.118,2.912
estimate,48146.922,1557092102455,0.674,3.123,2.902
estimate,48147.123,1557092102656,0.634,3.13,2.867
estimate,48147.312,1557092102845,0.592,3.143,2.853
estimate,48147.501,1557092103034,0.555,3.159,2.855
estimate,48147.697,1557092103230,0.529,3.165,2.914
estimate,48147.899,1557092103432,0.517,3.168,2.879
estimate,48148.1,1557092103633,0.496,3.176,2.859
estimate,48148.295,1557092103828,0.487,3.179,2.805
estimate,48148.502,1557092104035,0.492,3.175,2.79
estimate,48148.716,1557092104249,0.498,3.168,2.833
estimate,48148.92,1557092104453,0.492,3.172,3.111
estimate,48149.102,1557092104635,0.487,3.169,-2.844
estimate,48149.319,1557092104852,0.499,3.174,-2.542
estimate,48149.515,1557092105048,0.504,3.171,-2.246
estimate,48149.718,1557092105251,0.5,3.169,-1.931
estimate,48149.918,1557092105451,0.491,3.164,-1.888
estimate,48150.117,1557092105650,0.489,3.138,-1.907
estimate,48150.314,1557092105847,0.481,3.134,-1.911
estimate,48150.515,1557092106048,0.484,3.111,-1.873
estimate,48150.711,1557092106244,0.472,3.081,-1.815
estimate,48150.916,1557092106449,0.465,3.044,-1.782
estimate,48151.111,1557092106644,0.463,3.019,-1.825
estimate,48151.316,1557092106849,0.445,2.987,-2.031
estimate,48151.518,1557092107051,0.437,2.971,-2.328
estimate,48151.704,1557092107237,0.417,2.944,-2.404
estimate,48151.894,1557092107427,0.415,2.953,-2.382
estimate,48152.106,1557092107639,0.416,2.96,-2.29
estimate,48152.288,1557092107821,0.415,2.936,-2.124
estimate,48152.504,1557092108037,0.401,2.925,-2.053
estimate,48152.707,1557092108240,0.382,2.895,-2.241
estimate,48152.896,1557092108429,0.37,2.882,-2.433
estimate,48153.099,1557092108632,0.35,2.872,-2.604
estimate,48153.301,1557092108834,0.335,2.865,-2.77
estimate,48153.503,1557092109037,0.319,2.859,-2.919
estimate,48153.694,1557092109228,0.29,2.855,-3.085
estimate,48153.891,1557092109424,0.258,2.856,3.027
estimate,48154.087,1557092109620,0.239,2.858,2.857
estimate,48154.276,1557092109809,0.225,2.865,2.704
estimate,48154.481,1557092110014,0.2,2.88,2.519
estimate,48154.674,1557092110207,0.184,2.89,2.39
estimate,48154.873,1557092110406,0.182,2.898,2.32
estimate,48155.092,1557092110625,0.171,2.91,2.224
estimate,48155.291,1557092110824,0.171,2.914,2.157
estimate,48155.483,1557092111016,0.182,2.898,2.18
estimate,48155.687,1557092111220,0.179,2.892,2.347
estimate,48155.898,1557092111431,0.175,2.892,2.632
estimate,48156.1,1557092111634,0.174,2.895,2.833
estimate,48156.297,1557092111830,0.157,2.899,2.844
estimate,48156.493,1557092112026,0.119,2.913,2.825
estimate,48156.694,1557092112227,0.108,2.92,2.815
estimate,48156.898,1557092112431,0.097,2.923,2.861
estimate,48157.093,1557092112626,0.079,2.934,2.912
estimate,48157.3,1557092112833,0.065,2.928,3.002
estimate,48157.488,1557092113021,0.039,2.931,3.023
estimate,48157.68,1557092113213,0.028,2.932,2.994
estimate,48157.894,1557092113427,0.017,2.934,2.97
estimate,48158.097,1557092113630,-0.0,2.934,2.983
estimate,48158.297,1557092113830,-0.011,2.937,2.953
estimate,48158.491,1557092114024,-0.004,2.937,2.965
estimate,48158.685,1557092114218,-0.01,2.939,-3.106
estimate,48158.869,1557092114402,-0.006,2.937,-2.789
estimate,48159.07,1557092114603,-0.011,2.938,-2.488
estimate,48159.272,1557092114805,-0.004,2.932,-2.187
estimate,48159.501,1557092115034,-0.015,2.917,-2.192
estimate,48159.689,1557092115223,-0.03,2.905,-2.263
estimate,48159.894,1557092115427,-0.039,2.882,-2.456
estimate,48160.099,1557092115632,-0.065,2.878,-2.725
estimate,48160.312,1557092115845,-0.088,2.863,-2.717
estimate,48160.478,1557092116011,-0.093,2.853,-2.723
estimate,48160.658,1557092116191,-0.106,2.849,-2.773
estimate,48160.861,1557092116394,-0.125,2.845,-2.861
estimate,48161.059,1557092116592,-0.143,2.845,-3.013
estimate,48161.261,1557092116794,-0.155,2.837,-3.032
estimate,48161.456,1557092116989,-0.157,2.837,-3.033
estimate,48161.678,1557092117211,-0.141,2.84,-2.972
estimate,48161.872,1557092117406,-0.128,2.846,-2.866
estimate,48162.066,1557092117599,-0.13,2.84,-2.593
estimate,48162.273,1557092117806,-0.131,2.847,-2.291
estimate,48162.492,1557092118026,-0.119,2.845,-1.966
estimate,48162.681,1557092118214,-0.129,2.838,-1.657
estimate,48162.869,1557092118402,-0.126,2.828,-1.484
estimate,48163.088,1557092118621,-0.123,2.803,-1.631
estimate,48163.279,1557092118812,-0.122,2.78,-1.815
estimate,48163.484,1557092119017,-0.126,2.768,-1.985
estimate,48163.669,1557092119202,-0.125,2.735,-2.161
estimate,48163.876,1557092119409,-0.163,2.726,-2.321
estimate,48164.073,1557092119606,-0.188,2.714,-2.484
estimate,48164.274,1557092119807,-0.193,2.69,-2.643
estimate,48164.463,1557092119997,-0.215,2.681,-2.804
estimate,48164.661,1557092120194,-0.241,2.679,-2.976
estimate,48164.871,1557092120404,-0.247,2.675,-3.099
estimate,48165.075,1557092120608,-0.26,2.677,3.078
estimate,48165.265,1557092120798,-0.271,2.684,2.898
estimate,48165.479,1557092121012,-0.279,2.688,2.731
estimate,48165.672,1557092121205,-0.303,2.679,2.559
estimate,48165.868,1557092121401,-0.313,2.69,2.424
estimate,48166.072,1557092121606,-0.314,2.693,2.368
estimate,48166.267,1557092121800,-0.334,2.705,2.261
estimate,48166.468,1557092122001,-0.33,2.712,2.125
