#x,y,orient,time,time_rel,RSS,noise,frameLen,channelFreq,type,fragNum
0.0,0.0,0.0,1557091936.887408000,0.045333000,-73,-34,298,2412,8,0
0.0,0.0,0.0,1557091936.989867000,0.147792000,-74,-34,298,2412,8,0
0.0,0.0,0.0,1557091937.092361000,0.250286000,-70,-34,298,2412,8,0
0.0,0.0,0.0,1557091937.194654000,0.352579000,-71,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.297272000,0.455197000,-71,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.400367000,0.558292000,-72,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.501909000,0.659834000,-72,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.604299000,0.762224000,-71,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.706622000,0.864547000,-72,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.788316000,0.946241000,-66,-46,292,2412,5,0
0.0,0.0,0.0,1557091937.791284000,0.949209000,-65,-46,292,2412,5,0
0.0,0.0,0.0,1557091937.794311000,0.952236000,-66,-46,292,2412,5,0
0.0,0.0,0.0,1557091937.797279000,0.955204000,-66,-46,292,2412,5,0
0.0,0.0,0.0,1557091937.800555000,0.958480000,-67,-46,292,2412,5,0
0.0,0.0,0.0,1557091937.809032000,0.966957000,-72,-46,298,2412,8,0
0.0,0.0,0.0,1557091937.911358000,1.069283000,-72,-46,298,2412,8,0
0.0,0.0,0.0,1557091938.013831000,1.171756000,-73,-46,298,2412,8,0
0.0,0.0,0.0,1557091938.116586000,1.274511000,-72,-46,298,2412,8,0
0.0,0.0,0.0,1557091938.218532000,1.376457000,-73,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.321026000,1.478951000,-73,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.423347000,1.581272000,-73,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.525783000,1.683708000,-73,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.540722000,1.698647000,-73,-57,228,2412,32,0
0.0,0.0,0.0,1557091938.630333000,1.788258000,-73,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.730613000,1.888538000,-72,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.832983000,1.990908000,-72,-57,298,2412,8,0
0.0,0.0,0.0,1557091938.935491000,2.093416000,-72,-57,298,2412,8,0
0.0,0.0,0.0,1557091939.039453000,2.197378000,-73,-57,298,2412,8,0
0.0,0.0,0.0,1557091939.140428000,2.298353000,-74,-57,298,2412,8,0
0.0,0.0,0.0,1557091939.242540000,2.400465000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091939.345180000,2.503105000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091939.447349000,2.605274000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091939.551012000,2.708937000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091939.652151000,2.810076000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091939.754631000,2.912556000,-74,-69,298,2412,8,0
0.0,0.0,0.0,1557091939.959383000,3.117308000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091940.064474000,3.222399000,-73,-69,298,2412,8,0
0.0,0.0,0.0,1557091940.164230000,3.322155000,-72,-69,298,2412,8,0
0.0,0.0,0.0,1557091940.266607000,3.424532000,-71,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.369152000,3.527077000,-72,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.475151000,3.633076000,-72,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.574228000,3.732153000,-72,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.678295000,3.836220000,-73,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.778611000,3.936536000,-73,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.880997000,4.038922000,-73,-80,298,2412,8,0
0.0,0.0,0.0,1557091940.911920000,4.069845000,-66,-80,292,2412,5,0
0.0,0.0,0.0,1557091940.919563000,4.077488000,-66,-80,292,2412,5,0
0.0,0.0,0.0,1557091940.924628000,4.082553000,-66,-80,292,2412,5,0
0.0,0.0,0.0,1557091940.983388000,4.141313000,-73,-80,298,2412,8,0
0.0,0.0,0.0,1557091941.089480000,4.247405000,-73,-80,298,2412,8,0
0.0,0.0,0.0,1557091941.188258000,4.346183000,-73,-80,298,2412,8,0
0.0,0.0,0.0,1557091941.290785000,4.448710000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091941.393017000,4.550942000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091941.495779000,4.653704000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091941.599253000,4.757178000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091941.599424000,4.757349000,-72,-92,286,2412,32,0
0.0,0.0,0.0,1557091941.700502000,4.858427000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091941.804703000,4.962628000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091941.905112000,5.063037000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.007510000,5.165435000,-74,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.109932000,5.267857000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.212328000,5.370253000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.314886000,5.472811000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.417030000,5.574955000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.519426000,5.677351000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.622288000,5.780213000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.724360000,5.882285000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.826757000,5.984682000,-68,-92,298,2412,8,0
0.0,0.0,0.0,1557091942.931207000,6.089132000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.031451000,6.189376000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.236335000,6.394260000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.327693000,6.485618000,-90,-92,292,2412,5,0
0.0,0.0,0.0,1557091943.327828000,6.485753000,-70,-92,292,2412,5,0
0.0,0.0,0.0,1557091943.338769000,6.496694000,-74,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.344655000,6.502580000,-68,-92,292,2412,5,0
0.0,0.0,0.0,1557091943.351536000,6.509461000,-68,-92,292,2412,5,0
0.0,0.0,0.0,1557091943.359708000,6.517633000,-69,-92,292,2412,5,0
0.0,0.0,0.0,1557091943.441091000,6.599016000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.646070000,6.803995000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.748273000,6.906198000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091943.850770000,7.008695000,-68,-92,298,2412,8,0
0.0,0.0,0.0,1557091944.055519000,7.213444000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091944.158076000,7.316001000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091944.260343000,7.418268000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.362728000,7.520653000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.465056000,7.622981000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.567388000,7.725313000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.669846000,7.827771000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.772229000,7.930154000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.874749000,8.032674000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091944.977589000,8.135514000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.079665000,8.237590000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.386648000,8.544573000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.489109000,8.647034000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.593005000,8.750930000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.693918000,8.851843000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.796213000,8.954138000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091945.898685000,9.056610000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.001195000,9.159120000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.103738000,9.261663000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.207007000,9.364932000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.308376000,9.466301000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.410753000,9.568678000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.615658000,9.773583000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.717918000,9.875843000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.820244000,9.978169000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091946.922796000,10.080721000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.026223000,10.184148000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.127419000,10.285344000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.229824000,10.387749000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.332291000,10.490216000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.436071000,10.593996000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.537354000,10.695279000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.642125000,10.800050000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.742158000,10.900083000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.844497000,11.002422000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091947.946654000,11.104579000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.049085000,11.207010000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.153182000,11.311107000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.254072000,11.411997000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.356970000,11.514895000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.459502000,11.617427000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.540893000,11.698818000,-73,-91,228,2412,32,0
0.0,0.0,0.0,1557091948.561395000,11.719320000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.663686000,11.821611000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.766174000,11.924099000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.868765000,12.026690000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091948.976603000,12.134528000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.073252000,12.231177000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.180188000,12.338113000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.278010000,12.435935000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.380417000,12.538342000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.482753000,12.640678000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.585208000,12.743133000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.687684000,12.845609000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.789990000,12.947915000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.892934000,13.050859000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091949.995843000,13.153768000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.099635000,13.257560000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.199505000,13.357430000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.301983000,13.459908000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.404311000,13.562236000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.507264000,13.665189000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.618481000,13.776406000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.711967000,13.869892000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.815546000,13.973471000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091950.916484000,14.074409000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.019222000,14.177147000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.121114000,14.279039000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.225855000,14.383780000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.326005000,14.483930000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.428397000,14.586322000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.531242000,14.689167000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.598904000,14.756829000,-71,-91,286,2412,32,0
0.0,0.0,0.0,1557091951.633350000,14.791275000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.735725000,14.893650000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.838684000,14.996609000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091951.940855000,15.098780000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091952.043015000,15.200940000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091952.145639000,15.303564000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091952.249564000,15.407489000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091952.352340000,15.510265000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091952.452435000,15.610360000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091952.555148000,15.713073000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091952.657239000,15.815164000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091952.721140000,15.879065000,-70,-92,138,2412,32,0
0.0,0.0,0.0,1557091952.862211000,16.020136000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091952.965508000,16.123433000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.066916000,16.224841000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.169361000,16.327286000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.265678000,16.423603000,-70,-92,240,2412,32,0
0.0,0.0,0.0,1557091953.271792000,16.429717000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.476789000,16.634714000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.578801000,16.736726000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.681437000,16.839362000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.784823000,16.942748000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.886382000,17.044307000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091953.989075000,17.147000000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.090841000,17.248766000,-71,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.193285000,17.351210000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.257837000,17.415762000,-68,-92,240,2412,32,0
0.0,0.0,0.0,1557091954.295767000,17.453692000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.398047000,17.555972000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.500596000,17.658521000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.602894000,17.760819000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.664325000,17.822250000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.667283000,17.825208000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.670563000,17.828488000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.678281000,17.836206000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.681262000,17.839187000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.706117000,17.864042000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.758086000,17.916011000,-65,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.762425000,17.920350000,-64,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.767996000,17.925921000,-64,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.773148000,17.931073000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.779085000,17.937010000,-64,-92,292,2412,5,0
0.0,0.0,0.0,1557091954.808168000,17.966093000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091954.911905000,18.069830000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091955.012538000,18.170463000,-70,-92,298,2412,8,0
0.0,0.0,0.0,1557091955.114887000,18.272812000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091955.217909000,18.375834000,-72,-92,298,2412,8,0
0.0,0.0,0.0,1557091955.250494000,18.408419000,-63,-92,292,2412,5,0
0.0,0.0,0.0,1557091955.253346000,18.411271000,-65,-92,292,2412,5,0
0.0,0.0,0.0,1557091955.278604000,18.436529000,-65,-92,292,2412,5,0
0.0,0.0,0.0,1557091955.283912000,18.441837000,-64,-92,292,2412,5,0
0.0,0.0,0.0,1557091955.322170000,18.480095000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091955.422007000,18.579932000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091955.524409000,18.682334000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091955.626874000,18.784799000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091955.729559000,18.887484000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091955.831721000,18.989646000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091955.934252000,19.092177000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.036729000,19.194654000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.138755000,19.296680000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.241631000,19.399556000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.344940000,19.502865000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.446009000,19.603934000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.548804000,19.706729000,-77,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.753326000,19.911251000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.855617000,20.013542000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091956.958818000,20.116743000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.060456000,20.218381000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.162937000,20.320862000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.369824000,20.527749000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.474423000,20.632348000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.577188000,20.735113000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.680426000,20.838351000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.753311000,20.911236000,-62,-91,292,2412,5,0
0.0,0.0,0.0,1557091957.755837000,20.913762000,-63,-91,292,2412,5,0
0.0,0.0,0.0,1557091957.777250000,20.935175000,-64,-91,292,2412,5,0
0.0,0.0,0.0,1557091957.779962000,20.937887000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.783727000,20.941652000,-65,-91,292,2412,5,0
0.0,0.0,0.0,1557091957.786703000,20.944628000,-64,-91,292,2412,5,0
0.0,0.0,0.0,1557091957.879604000,21.037529000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091957.982145000,21.140070000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.087438000,21.245363000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.095349000,21.253274000,-61,-91,292,2412,5,0
0.0,0.0,0.0,1557091958.106375000,21.264300000,-61,-91,292,2412,5,0
0.0,0.0,0.0,1557091958.119804000,21.277729000,-61,-91,292,2412,5,0
0.0,0.0,0.0,1557091958.123169000,21.281094000,-62,-91,292,2412,5,0
0.0,0.0,0.0,1557091958.187293000,21.345218000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.293532000,21.451457000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.395108000,21.553033000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.444027000,21.601952000,-68,-91,326,2412,32,0
0.0,0.0,0.0,1557091958.445414000,21.603339000,-68,-91,326,2412,32,0
0.0,0.0,0.0,1557091958.495621000,21.653546000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.541169000,21.699094000,-70,-91,228,2412,32,0
0.0,0.0,0.0,1557091958.599903000,21.757828000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.699070000,21.856995000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.802154000,21.960079000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091958.848591000,22.006516000,-69,-91,232,2412,32,0
0.0,0.0,0.0,1557091958.848618000,22.006543000,-68,-91,252,2412,32,0
0.0,0.0,0.0,1557091958.907369000,22.065294000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.010251000,22.168176000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.112763000,22.270688000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.210895000,22.368820000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.313598000,22.471523000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.415790000,22.573715000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.518283000,22.676208000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.625433000,22.783358000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.722894000,22.880819000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.807821000,22.965746000,-69,-91,168,2412,32,0
0.0,0.0,0.0,1557091959.808407000,22.966332000,-69,-91,138,2412,32,0
0.0,0.0,0.0,1557091959.825205000,22.983130000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091959.870446000,23.028371000,-62,-91,411,2412,32,0
0.0,0.0,0.0,1557091959.872592000,23.030517000,-63,-91,431,2412,32,0
0.0,0.0,0.0,1557091959.928318000,23.086243000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.030131000,23.188056000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.133974000,23.291899000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.234882000,23.392807000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.337401000,23.495326000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.439834000,23.597759000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.542395000,23.700320000,-74,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.644700000,23.802625000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.747273000,23.905198000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091960.806969000,23.964894000,-69,-91,168,2412,32,0
0.0,0.0,0.0,1557091960.849450000,24.007375000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.054106000,24.212031000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.156541000,24.314466000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.263501000,24.421426000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.361435000,24.519360000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.463802000,24.621727000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.581633000,24.739558000,-72,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.608589000,24.766514000,-69,-91,286,2412,32,0
0.0,0.0,0.0,1557091961.671395000,24.829320000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.775221000,24.933146000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.811842000,24.969767000,-68,-91,138,2412,32,0
0.0,0.0,0.0,1557091961.877413000,25.035338000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091961.984216000,25.142141000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.082664000,25.240589000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.180437000,25.338362000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.287035000,25.444960000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.385342000,25.543267000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.487958000,25.645883000,-66,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.594447000,25.752372000,-65,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.696673000,25.854598000,-65,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.718594000,25.876519000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.720006000,25.877931000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.721248000,25.879173000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.723740000,25.881665000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.723859000,25.881784000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.725848000,25.883773000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.726813000,25.884738000,-66,-91,77,2412,13,0
0.0,0.0,0.0,1557091962.799032000,25.956957000,-65,-91,298,2412,8,0
0.0,0.0,0.0,1557091962.898268000,26.056193000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.000278000,26.158203000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.102297000,26.260222000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.204500000,26.362425000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.307103000,26.465028000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.409248000,26.567173000,-67,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.517688000,26.675613000,-68,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.540584000,26.698509000,-69,-91,228,2412,32,0
0.0,0.0,0.0,1557091963.616704000,26.774629000,-71,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.716571000,26.874496000,-73,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.819202000,26.977127000,-70,-91,298,2412,8,0
0.0,0.0,0.0,1557091963.925444000,27.083369000,-69,-91,298,2412,8,0
0.0,0.0,0.0,1557091964.023662000,27.181587000,-66,-91,298,2412,8,0
0.0,0.0,0.0,1557091964.130432000,27.288357000,-66,-91,298,2412,8,0
0.0,0.0,0.0,1557091964.228469000,27.386394000,-64,-91,298,2412,8,0
0.0,0.0,0.0,1557091964.310592000,27.468517000,-61,-91,292,2412,5,0
0.0,0.0,0.0,1557091964.312908000,27.470833000,-62,-91,292,2412,5,0
0.0,0.0,0.0,1557091964.319189000,27.477114000,-62,-91,292,2412,5,0
0.0,0.0,0.0,1557091964.323539000,27.481464000,-62,-91,292,2412,5,0
0.0,0.0,0.0,1557091964.332070000,27.489995000,-62,-91,292,2412,5,0
0.0,0.0,0.0,1557091964.337614000,27.495539000,-63,-91,298,2412,8,0
0.0,0.0,0.0,1557091964.433211000,27.591136000,-63,-92,298,2412,8,0
0.0,0.0,0.0,1557091964.535760000,27.693685000,-63,-92,298,2412,8,0
0.0,0.0,0.0,1557091964.642407000,27.800332000,-64,-92,298,2412,8,0
0.0,0.0,0.0,1557091964.740651000,27.898576000,-67,-92,298,2412,8,0
0.0,0.0,0.0,1557091964.847457000,28.005382000,-69,-92,298,2412,8,0
0.0,0.0,0.0,1557091965.052188000,28.210113000,-73,-92,298,2412,8,0
0.0,0.0,0.0,1557091965.154475000,28.312400000,-69,-92,298,2412,8,0
